comment,label
vừa nhận được sách nên hí hửng vào viết đánh giá luôn nội dung tui chưa kịp đọc nhưng khá tin tưởng vào gu của ông anh mọt sách còn về hình thức thì sách quá ok luôn bìa màu lam thân thiện hình minh hoạ nhiều và kết nhất là chất lượng giấy quá mịn và sờ mát tay luôn,1
sách bị nếp gấp và bụi bẩn như sách cũ vậy gói hàng sơ sài không có giấy bọc,-1
khá oke đầy đủ phụ kiện chất lượng ổn chưa có cơ hội dùng thử phần giây không biết giây cao su hay gì nhưng dễ bắt bẩn nhưng với tầm tiền này thì không nên đòi hỏi quá nhiều,-1
cảm giác như thật tuyệt vời,1
bảo cùng màu đen mà có mỗi đôi đen còn lại là xám và trắng chả hiểu,-1
hàng giao nhanh hình thức mẫu mã đẹp,1
đồng hồ ko dùng đc sim viettel nhung ko cảnh báo cho nguòi mua biết khi mua hàng rồi mói nói gây phiền hà phải trả hàng,-1
đặt nhựa nhưng giao tôn vui lòng hoàn phần tiền chênh lệch,-1
sản phẩm không hiệu quả chắc do tuỳ người sử dụng sẽ có hiệu quả khác nhau,-1
xài rất thích giao hàng siêu nhanh,1
chua xài lâu chua biêt tạm ổn,0
thiết bị sao chỉ sử dụng mạng nội bộ ko dùng wifi ở nhad thì không vào dc,-1
dùng rất thích về sản phẩm mọi người ạh vừa tầm với gia đình sản phẩm nhìn chắc chắn,1
dùng thi ch go n ga ng giao ha ng nhanh,1
hàng đẹp chất lượng tiếp tục ủng hộ,1
good good good good good good good good,1
hàng thì cũng được có điều cái dịch vụ ship chán gì đâu,0
sản phẩm bảo được tặng bình nước mà không có,-1
bị cấn nhẹ phần đầu,-1
sqnr phẩm đúng như quảng cáo,0
làm ăn như qq đặt hơn 2 tháng mới giao huỷ ko cho huỷ đặt mua thêm giờ lain hàng về cạch tiki nhé,-1
rất hào hứng khi mua hàng tại tiki vì tin tưởng nhưng khi nhận hàng thì khá buồn đóng gói cẩn thận thùng bọc vỏ hộp không hề móp hay xô xệch nhưng mở ra thì hộp cơm lại móp thế này m có gửi hình ảnh phản hồi lại tiki và đang đợi giải quyết rất mong bên tiki xử lý kịp thời,-1
hài lòng với sản phẩm giao hàng nhanh cảm ơn shop sẽ ủng hộ tiếp ạ,1
sắp pin bàn phím hay rớt ra bàn phím không nhạy như mouse,-1
giống thật nhưng toàn đôi giống y hệt nhau,-1
từng xài tinh dầu của nhiều shop mà lần này ưng nhất shop phục vụ tốt giao hàng siêu nhanh tinh dầu thơm dậy mùi,1
hài lòng về sản phẩm đã mua,1
sách hay thanks tiki,1
may vat cam lock lock ejj231 700ml rat tot giao hang sieu nhanh cam on,1
chặt size bé không đúng như hình,-1
đẹp lắm nhìn ưng,1
mua hàng lần đầu mua nhiều mà cái nào cũng chất lương chất mát lạnh tưởng mặc bị nhăn nhưng lên căng bóng mát rượi,1
chờ kết quả sau khi sử dụng,0
nhanh như ánh sáng,1
tôi bị nhầm thành nồi chiên không dầu tôi muốn nhà satn xuất đổi giúp sang nồi chiên không dầu tôi sẽ trả thêm tiền liên hê với tôi nhé,-1
bao màu nâu mùi hôi rất khó chịu,-1
sách hay và dễ hiểu,1
sản phẩm tốt giao hàng lâu nội dung chứa ít nhất 50 ký tự,1
hàng tốt so với giá tiền hơi nhỏ chút,1
sản phẩm đặt hàng đi tỉnh gửi rất nhanh hàng rất ok giữ nhiệt tốt chất lượng như quảng cáo sẽ ủng hộ tiki now nhiều hơn,1
ko thấy đỡ tắc gì ah để qua đêm mà có thấy gì đâu,-1
cực chắc và an toàn,1
oke,-1
giày đẹp nhưng nó rất là chật khi thò chân vào,-1
màu đẹp,1
không như quảng cáo hiệu quả đuổi chuột ko cao,-1
cắm vào cổng usb 3 0 thì không nhận ổ đĩa usb 2 0 thì vào được không như mô tả muốn trả hàng lại,-1
tiền nào cua đóoooooooooo,0
không nên mặc nếu áo không ôm và hôm đó nắng gắt ra mồ hôi nhiều,-1
shop không gửi quà tặng như quảng cáo,-1
rửa lâu sạch sữa rửa mặt ko biết sao nữa hixxx,-1
sp giao hàng nhanh,1
một quyển sách hay,1
mềm êm mang rất thoải mái,1
giá mua 45k gói khi sale khá rẻ hài lòng về chất lượng k vui vì giao hàng vì mình chỉ nhận dc 1 2 đơn,1
tiki không xuất hoá đơn cho bên đơn vị mình yêu cầu tiki gửi hoá đơn về,-1
sản phẩm giữ nhiệt tốt giao hàng nhanh,1
nắp bằng nhựa nên có xíu mùi nếu đựng nhiều nước nóng giữ nhiệt tốt,1
bản nhỏ nhìn không bắt mắt,-1
chất lượng lắm nha giá cả phải chăng cảm ơn shop và tiki,1
sách câu từ miên man lặp lại nhiều không hấp dẫn lắm,-1
giao hàng nhanh giá thành hợp lý nói chung là ưng ạ cảm ơn tiki nhiều hihi dùng 1 đôi tặng 1 đôi rồi ạ tuyệt vời ảnh minh hoạ thôi ạ,1
bàn phím và chuột không được êm lắm chuột di hơi cấn không mượt bàn phím hơi cấn,-1
tôi rất hài lòng sản phẩm như hình lần sau sẽ ủng hộ,1
san phẩm ọp ẹp cần thêm thời gian để sư dụng,-1
giao hàng nhanh chưa kịp đọc xem qua đủ kiến thức cơ bản tóm lược có thể dùng chính chatgpt để được hướng dẫn ngon hơn là đọc sách của mấy anh bạn tàu kiến thức hơi chủ quan tiếng việt nhưng dịch từ bản trung nên thực tế nó không thế lắm,1
nói chung là ổn nhưng lớp nem chống dính ko được tốt cho lắm,0
giao hàng nhanh chóng sử dụng tốt,1
nắp bị lỗi ạ bung ra bị lộ miếng xốp bên trong,-1
k vừa ý cho mấy hết dám mua,-1
sản phẩm đúng như mô tả chất lượng tốt đóng gói kỹ càng giao hàng nhanh,1
vali đẹp nhưng kiểu đẹp trong tầm giá rẻ í hơi không đc cứng cáp lắm mà nhu cầu mình sd không nhiều nên thôi ok,0
sản phẩm tốt coi kỹ size trước khi mua,1
chătc chắn chất lượng tôt,1
đóng gói sp chắc chắn,1
đọc sách nâng cao trí tuệ nè,1
quần chất lượng tốt,1
thời gian nóng lâu,-1
chất lượng sản phẩm ok đám mua,1
giao hàng rất nhanh luôn như mà sách của mình bị xước rất nặng giống như bị gãy luôn ý nên là mình rất buồn,1
đặt từ 5 9 hơn 1 tháng vẫn đang xử lý chưa lấy hàng phải hủy đơn đặt lại tikinow mới giao trong ngày tuy nhiên hàng nhận dc thì thùng đã khui trước bị rách nồi bị trầy xước vài chỗ chốt cài của nồi còn bị bể hơi thất vọng,-1
rất hài lòng giao hàng nhanh,1
tại sao sách mình mua trên giá ghi là 117 000d đến lúc thanh toán lại thành 124 000d giải thích hộ mình nhé,-1
giao hàng nha in cũng ổn thời gian dài sử dụng xong rủi inh tiếp,1
màu và chất liệu đẹp sang nấu thử nước sôi thì thấy rất nhanh hi vọng dùng bền,1
tạm ổn chất liệu k được tốt lắm,0
sản phẩm xài em chất lượng vừa ôm sát khít nói chung xài ok,1
nút bấm phải bấm mạnh tay bấm lúc được lúc ko,-1
thoa lên mặt cảm giác nhẹ th ấm nhanh k quá trắng,1
cuốn sách rất hay dễ hiểu,1
tôi không phải là một chuyên gia nhưng sau khi trên tay và phân tích sản phẩm tôi không thể nói bất cứ điều gì bởi vì như tôi đã nói lúc đầu tôi không phải là một chuyên gia cảm ơn,1
vải mềm hợp với giá tiền,0
máy chưa vắt được trái cam nào đã bị lỗi,-1
quá vớ vẩn giá còn đắt hơn ngoài cửa hàng bán lẻ,-1
cực kỳ chắc chắn đẹp và gọn tiện lợi và dễ sử dụng,1
vải không giãn như tưởng tượng nên cân nhắc mua size rộng tí kẻo chật,-1
ngon bổ mà rẻ đc thì tốt quá,0
dùng rất thích shop à cảm ơn shop,1
đã dùng nhiều lần giao đúng hàng,1
da nhan duoc hang sao shop quang cao co qua tang ma don hang giao ko co,-1
giao hàng nhanh đóng gói cẩn thận kem rửa mặt sử dụng tốt,1
tab a9 plus mua về xài nhưng thực sự hơi hối hận màn hình hơi tối tốc độ 90hz nhưng vẫn chậm như 60hz lúc sắp xếp app bên trong menu còn bị tình trạng giựt lag rồi tự động điều chỉnh vị trí app nên thấy hơi khó chịu khi sử dụng rất mong tiki cho mình được đổi trả sản phẩm,-1
da bị nhớt dễ gây mụn bí da,1
hình ảnh hàng thật nhưng giao hàng giả,-1
không có nắp để chế nước và uống,-1
mỏng nhẹ măc mát sẽ mua thêm vài cái nữa thanks shop,1
máy làm việc không tốt yếu lắm lúc chạy lúc không,-1
bình giữ nhiệt thép không gỉ vacuum bottle lock lock lhc6180fu 800ml xanh đậm thương hiệu lock lock bình đẹp và tiện dụng,1
logo hình sp k giống bảo bi tự kỉ giải thick nhe,-1
giao hàng ko kèm khuyến mãi như hình đăng lúc bán,-1
hoan toan hai long voi gia ca va chat luong cua san pham se mua tiep,1
tạm ổn một số vết bẩn không tẩy được,-1
chất lượng sách tốt nhưng chắc do lúc vận chuyển góc của bìa sách bị nhăn mình xin góp ý là nên đóng gói với cái vật liệu chóng sốc để sách đến tay người mua nguyên được vẹn nhất có thể,1
dễ hiểu dễ tiếp cận dịch ổn nội dung thú vị,1
sản phẩm giao bị lỗi quai cầm,-1
đã nhận hàng không thấy quà tặng,-1
nội dung hấp dẫn bổ ích,1
cơm dẻo đậm vị,1
sản phẩm đúng như giới thiệu ok,1
đường chỉ may ko dc chắc chắn,-1
a o đa ng tiê n râ t đe p không co hi nh nhưng ma đa ng mua se tiê p tu c u ng hô shop,1
sản phẩm ok giao hành sóm hơn dự định,1
san pham chat luong gia hop lý,1
sách chất lượng giấy rất tệ đọc bên này nhìn xuyên qua bên kia,-1
ko đc hài lòng bao gói của hãng kém đánh giá friso,-1
bàn ủi giống hình quảng cáo chưa dùng để ủi đồ nên chưa đánh giá đc chất lượng sản phẩm,0
vhjmbvch,1
hàng của tiki trading nên mình yên tâm không quay video khi khui hàng khui ra thì thấy vỏ ấm bị vỡ một mảng thất vọng,-1
giao hàng nhanh nhưng máy kêu rất to như máy cày,-1
như hình,1
vừa vặn mát mẻ vải co giãn tốt,1
mua đúng khuyến mãi giá rẻ có quà tặng kèm,1
sản phẩm ổn mình chưa sử dụng như thấy giống hình nè cho 5 sao trước nhe,0
do mình chưa có công việc ổn định nên chưa áp dụng từ cuốn sách được nhưng sách rất hữu ích nhé,1
sản phẩm mới mua thấy đóng hộp và bên ngoài tốt nhưng không hiểu sao lại thấy gẫy và lỗi ở chỗ tay cầm có dấu hiệu bị bể mũ dẫn đến tay cầm không được cố định và cứng cáp đề nghị nhà cung cấp liên hệ lại người mua để hỗ trợ đổi trả lại hay xử lý cám ơn ở nhà tôi đã dùng mẫu này rồi và đây là mua thêm sản phẩm thứ 2 nên tôi rất biết cách sử dụng tôi cam đoan là lỗi này đã có từ bên trong của sản phẩm trước khi giao đến khách hàng,-1
rất tiện hấp rau củ nhanh và ngon nên mua,1
sản phẩm ok lắm nấu sôi rất nhanh,1
hàng mát xl vừa vặn 4 sao vì quá chậm,1
mua lại nhiều lần vì quá xịn free ship nhanh như điện anessa cho da dầu thì đỉnh luôn bữa nay sale về 400k được 1 em 60ml được tặng thêm 1 em giữ nhiệt khá cute ổn áp mại dô,1
không quá tốt như quảng cáo,-1
hàng tốt chất lượng hợp giá tiền tiki now giao nhanh khỏi bàn,1
hàng tốt đẹp dán dính tốt,1
bông quá nhỏ luôn ạ em không đeo được luôn,-1
sách hay đóng gói kĩ nhưng tôi nghĩ nên tặng thêm bookmark nữa,1
hàng ổnnha vải mỏng giao hàng siêu nhanh,1
giao hàng nhanh ghế chất lươngj ổn áp,1
chất lượng may tốt chất vải và màu sắc chưa được ưng ý lắm tôi mua 5 chiếc size m thì có 1 chiếc nhỏ hơn hẳn nên không dùng được,0
đọc quá tệ đọc như văn xuôi,-1
nồi hay lỗi nấu cơm ít thì chín nấu nhiều hơn 3 thì sống đã gửi tiki bảo hành nhưng không hết bảo hành thì cả tuần k ra lỗi mang về vẫn lỗi chỉ nấu dc 3 chén gạo nhỏ nấu hơn thì sống tiki đi lại vẫn bảo k lỗi,-1
khó đă t â m vào đê bình,-1
cầm chắc chắn chưa mở nhưng cầm cực chắc tay,1
giao hàng nhanh đóng gói kỹ âm thanh nghe rất đã chỉ có điều hay bị giật giật 1 tý mic thì chưa thử nên chưa bik ra s nhưng đối với tầm giá này thì khá vừa lòng miếng đệm đeo êm tai,1
giao hàng nhanh lắm luôn ý quần mặc rất thoải mái chất liệu kaki nhưng vẫn thoải mái ngồi được đường may rất chắc chắn luôn nha,1
một cuốn sách đáng mua vì lý do sau đây về tiki giao nhanh trước hẹn tiền ship rẻ sách nhận được mới ken còn thơm mùi giấy bookcare bọc sách rất đẹp nội dung sách bìa mềm giấy tốt nội dung rất hay về tiền đọc quyển này xong bạn sẽ có cách hiểu về tiền sâu sắc hơn từ đó giúp bạn biết cách định hướng tài chính của mình trong tương lai,1
con trỏ chuột không thể nằm yên một chỗ run run nhảy nhảy liên tục nếu biết chuột như vậy có bán 20k mình cũng không mua,-1
tiki giao hàng rất nhanh shipper thân thiện hàng lock lock thì khỏi phải bàn giá sale tốt luôn ủng hộ tiki,1
tôi muốn đổi hàng,-1
quần này chắc cho em bé mặc hay gì ấy mình cao 1m58 50kg mà mua 2 lần từ size m đến l đều rất chật làm phải bỏ hết tốn tiền ghê,-1
ok bỉm sử dụng rất tốt,1
giao nhanh đúng mã sản phẩm htd1088 nhưng khi kiểm tra thông tin thì sản phẩm của công ty hualin electric của trung quốc chứ sản phẩm không phải của công ty sunhouse như tiki miêu tả sản phẩm được kiểm soát chất lượng bởi chuyên gia sunhouse chứ không phải của sunhouse đề nghị tiki miêu tả sản phẩm cho chính xác nếu biết sản phẩm của 1 công ty lạ thì mình đã không mua,-1
